Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
آدمی اپنی صحبت سے پہچانا جاتا ہے,A MAN IS KNOWN BY THE COMPANY HE KEEPS,company man,0.7768895626068115,yes,"John's colleagues always knew him as a company man, loyal to the firm's values and never hesitating to put in extra hours.","'آدمی اپنی صحبت سے پہچانا جاتا ہے' means 'company man'. Given the above knowledge translate the following sentence to Urdu: 'John's colleagues always knew him as a company man, loyal to the firm's values and never hesitating to put in extra hours.'",جان کے ساتھیوں نے ہمیشہ اسے ایک شرکتی آدمی کے طور پر جانا، کمپنی کی قدرتوں کے لئے وفادار اور کبھی بھی اضافی گھنٹے نہیں ڈالنے والا معلوم کیا۔,جان کے ساتھی ہمیشہ اسے آدمی اپنی صحبت سے پہچانا جاتا ہے، فرم کی قدروں سے وفادار اور اضافی وقت لگانے میں کبھی نہیں ہچکچاتے، کے طور پر جانتے تھے۔,2.0,2.0,1.0,1.0
ایفائے عہد کرنیوالا,A MAN OF WORD,man of his word,0.9481512308120728,yes,"Despite the challenges, everyone knew they could trust him because he was a man of his word.","'ایفائے عہد کرنیوالا' means 'man of his word'. Given the above knowledge translate the following sentence to Urdu: 'Despite the challenges, everyone knew they could trust him because he was a man of his word.'",چناچہ مشکلات کے باوجود، ہر کوئی جانتا تھا کے وہ ایفائے عہد کرنیوالا تھا، اس لئے وہ پر اعتماد کر سکتے تھے۔,چیلنجوں کے باوجود، ہر کوئی جانتا تھا کہ وہ اس پر بھروسہ کر سکتے ہیں کیونکہ وہ ایفائے عہد کرنے والا تھا۔,3.0,3.0,2.0,3.0
اپنا مکان کوٹ سمان!,A MAN'S HOUSE IS HIS CASTLE,man's home is his castle,0.9560866951942444,yes,"Regardless of how small or humble, a man's home is his castle, and he should feel like a king within its walls.","'اپنا مکان کوٹ سمان!' means 'man's home is his castle'. Given the above knowledge translate the following sentence to Urdu: 'Regardless of how small or humble, a man's home is his castle, and he should feel like a king within its walls.'",چاہے گھر چھوٹا ہو یا عام، ایک انسان کا گھر اُس کا قلعہ ہوتا ہے، اور اُسے اپنے دیواروں کے اندر بادشاہ کی طرح محسوس ہونا چاہیے۔,چاہے گھر کتنا ہی چھوٹا یا سادہ کیوں نہ ہو، اپنا مکان کوٹ سمان ہے، اور اسے اس کی دیواروں کے اندر بادشاہ جیسا محسوس کرنا چاہیے۔,3.0,3.0,3.0,2.0
کچھ بولو,A PENNY FOR YOUR THOUGHTS,a penny for your thoughts,0.9999998807907104,yes,You've been awfully quiet during the meeting; a penny for your thoughts?,'کچھ بولو' means 'a penny for your thoughts'. Given the above knowledge translate the following sentence to Urdu: 'You've been awfully quiet during the meeting; a penny for your thoughts?','میٹنگ کے دوران آپ بہت چپ ہیں؛ کچھ بولو؟',آپ میٹنگ کے دوران بہت خاموش تھے؛ کچھ بولو؟,1.0,1.0,1.0,1.0
بچایا سو کمایا,A PENNY SAVED IS A PENNY GOT,a penny saved is a penny earned,0.954663872718811,yes,"By choosing to cook at home instead of dining out, she reminded herself that a penny saved is a penny earned.","'بچایا سو کمایا' means 'a penny saved is a penny earned'. Given the above knowledge translate the following sentence to Urdu: 'By choosing to cook at home instead of dining out, she reminded herself that a penny saved is a penny earned.'",وہ گھر پر پکانے کا انتخاب کر کے باہر کھانے کی بجائے، خود کو یاد دلایا کہ بچایا سو کمایا۔,گھر پر کھانا پکانے کا انتخاب کر کے، بجائے باہر کھانے کے، اس نے خود کو یاد دلایا کہ بچایا سو کمایا۔,3.0,3.0,3.0,3.0
بچایا سو پایا,A PENNY SAVED IS PENNY GAINED,a penny saved is a penny earned,0.9491320848464966,yes,"By choosing to cook at home instead of dining out, she remembered that a penny saved is a penny earned.","'بچایا سو پایا' means 'a penny saved is a penny earned'. Given the above knowledge translate the following sentence to Urdu: 'By choosing to cook at home instead of dining out, she remembered that a penny saved is a penny earned.'",وہ یاد کرتی رہی کہ باہر کھانے کی بجائے گھر پر پکانے سے بچایا سو پایا ہے۔,گھر پر کھانا پکانے کا انتخاب کر کے بجائے باہر کھانے کے، اس نے یاد رکھا کہ بچایا سو پایا۔,1.0,1.0,2.0,3.0
انسان کی بابت کافی اندازہ اس کے کھانے سے لگایا جا سکتا ہے,"TELL ME WHAT YOU EAT, AND I WILL TELL YOU WHAT YOU ARE",you are what you eat,0.8010883331298828,yes,"If you want to feel better, remember that you are what you eat, so choose nutritious foods.","'انسان کی بابت کافی اندازہ اس کے کھانے سے لگایا جا سکتا ہے' means 'you are what you eat'. Given the above knowledge translate the following sentence to Urdu: 'If you want to feel better, remember that you are what you eat, so choose nutritious foods.'",اگر آپ محسوس بہتر کرنا چاہتے ہیں، تو یاد رکھیں کہ آپ وہی ہیں جو آپ کھاتے ہیں، لہذا متنوع غذائیں منتخب کریں۔,اگر آپ بہتر محسوس کرنا چاہتے ہیں تو یاد رکھیں کہ انسان کی بابت کافی اندازہ اس کے کھانے سے لگایا جا سکتا ہے، اس لیے غذائیت سے بھرپور کھانے کا انتخاب کریں۔,3.0,3.0,1.0,2.0
اندرونی معاملات کھولنا,TELL TALES OUT OF SCHOOL,tell tales out of school,1.0,yes,He lost the trust of his colleagues because he would often tell tales out of school.,'اندرونی معاملات کھولنا' means 'tell tales out of school'. Given the above knowledge translate the following sentence to Urdu: 'He lost the trust of his colleagues because he would often tell tales out of school.',وہ اپنے ہمکاریوں کا اعتماد کھو دیا کیونکہ وہ اکثر اندرونی معاملات کھولتا تھا۔,اس نے اپنے ساتھیوں کا اعتماد کھو دیا کیونکہ وہ اکثر اندرونی معاملات کھولتا تھا۔,3.0,3.0,2.0,2.0
چور کے گھر مور,THE BITER BIT,the biter bit,1.0,yes,"After years of cheating others out of their money, John found himself scammed out of his entire fortune, proving once again the biter bit.","'چور کے گھر مور' means 'the biter bit'. Given the above knowledge translate the following sentence to Urdu: 'After years of cheating others out of their money, John found himself scammed out of his entire fortune, proving once again the biter bit.'",سالوں تک دوسروں کو دھوکہ دے کر پیسے کمانے والا جان اپنی پوری دولت سے چونا لگا، ایک بار پھر ثابت ہوا کہ چور کے گھر مور۔,سالوں تک دوسروں کے پیسے ہڑپنے کے بعد، جان خود اپنی ساری دولت سے محروم ہو گیا، جو ایک بار پھر ثابت کرتا ہے کہ چور کے گھر مور۔,3.0,3.0,3.0,3.0
پہلے مارے سو میری !,THE EARLY BIRD CATCHETH THE WORM,the early bird gets the worm,0.9395007491111756,yes,"By waking up at dawn to start her studies, Jenna proved that the early bird gets the worm.","'پہلے مارے سو میری !' means 'the early bird gets the worm'. Given the above knowledge translate the following sentence to Urdu: 'By waking up at dawn to start her studies, Jenna proved that the early bird gets the worm.'",جینا نے صبح سویرے اٹھ کر اپنے مطالعے شروع کرنے سے ثابت کیا کہ پہلے مارے سو میری !,جینا نے صبح سویرے اٹھ کر اپنی پڑھائی شروع کر کے ثابت کیا کہ پہلے مارے سو میری۔,1.0,1.0,1.0,3.0
مٹی کی رسی بانٹنا !,YOU ARE WEAVING A ROPE OUT OF SAND,draw a line in the sand,0.76866614818573,yes,"After years of tolerating his disrespect, she finally decided to draw a line in the sand and demanded he either change his behavior or leave.","'مٹی کی رسی بانٹنا !' means 'draw a line in the sand'. Given the above knowledge translate the following sentence to Urdu: 'After years of tolerating his disrespect, she finally decided to draw a line in the sand and demanded he either change his behavior or leave.'",سالوں تک اس کی بے عزتی کو برداشت کرنے کے بعد، اختتام پر انہوں نے مٹی کی رسی بانٹنے کا فیصلہ کیا اور انہوں نے انہیں یا تو اپنے رویہ بدلنے یا چلے جانے کی مطالبہ کی۔,سالوں تک اس کی بے ادبی برداشت کرنے کے بعد، اس نے آخرکار مٹی کی رسی بانٹنے کا فیصلہ کیا اور مطالبہ کیا کہ وہ یا تو اپنا رویہ بدلے یا چلا جائے۔,2.0,2.0,1.0,1.0
مٹی کی رسی بانٹنا,YOU ARE WEAVING A ROPE OUT OF SAND,draw a line in the sand,0.76866614818573,yes,"After weeks of negotiations, the manager decided to draw a line in the sand and refused to make any further concessions.","'مٹی کی رسی بانٹنا' means 'draw a line in the sand'. Given the above knowledge translate the following sentence to Urdu: 'After weeks of negotiations, the manager decided to draw a line in the sand and refused to make any further concessions.'",ہفتوں کی مذاکرات کے بعد، مینیجر نے فیصلہ کیا کہ مٹی کی رسی بانٹے اور کسی اور تسلیمات نہیں کرے۔,ہفتوں کی بات چیت کے بعد، مینیجر نے مٹی کی رسی بانٹنے کا فیصلہ کیا اور مزید رعایتیں دینے سے انکار کر دیا۔,1.0,2.0,1.0,1.0
بے تکلف اور آزاد,HEART TO HEART,heart to heart,0.9999998807907104,yes,"After weeks of tension, they finally had a heart to heart and cleared the air.","'بے تکلف اور آزاد' means 'heart to heart'. Given the above knowledge translate the following sentence to Urdu: 'After weeks of tension, they finally had a heart to heart and cleared the air.'",ہفتوں تنازعے کے بعد، انہوں نے آخرکار دل سے دل بات کرکے حالات صاف کردی۔,ہفتوں کی کشیدگی کے بعد، انہوں نے آخر کار بے تکلف اور آزاد بات کی اور غلط فہمیاں دور کر دیں۔,3.0,3.0,3.0,3.0
اپنی مدد آپ,HELP ONESELF,help yourself,0.8187355995178223,yes,Feel free to help yourself to any of the snacks on the table.,'اپنی مدد آپ' means 'help yourself'. Given the above knowledge translate the following sentence to Urdu: 'Feel free to help yourself to any of the snacks on the table.',میز پر موجود کسی بھی نیازی میں آزادی سے مدد کریں۔,میز پر پڑے کسی بھی ناشتہ سے اپنی مدد آپ کریں۔,1.0,3.0,1.0,1.0
