Idiomatic_Sent,Original_Idiom,Original_Meaning,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
My mother is in the cross hairs when my granny visits us . ',in the cross hairs,being targeted or under close scrutiny,Translate this sentence to Chinese: 'My mother is in the cross hairs when my granny visits us . '',当我奶奶来访时，我妈妈总是处在瞄准目标之中。,当我奶奶来拜访我们时，我妈妈总是受到严厉的批评。,3,3.0,1,2
The fact that he 's such a yes man makes me wonder if I even know him because he always just agrees with what everyone says .,yes man,"a person who always agrees with and obeys someone in order to please them, often to the point of insincerity",Translate this sentence to Chinese: 'The fact that he 's such a yes man makes me wonder if I even know him because he always just agrees with what everyone says .',他总是唯命是从让我怀疑自己是否真的了解他，因为他总是同意别人的观点。,他是个唯唯诺诺的人，这让我怀疑我是否真正了解他，因为他总是附和别人的意见。,3,3.0,3,3
He never ceases to put finishing touches to every food before serving it .,finishing touch,the final detail or action that completes or perfects something,Translate this sentence to Chinese: 'He never ceases to put finishing touches to every food before serving it .',他在上菜前从不停止为每道菜做最后的装饰。,他总是不断地在上菜前为每道菜做最后的润色。,3,3.0,3,3
"On the other hand , maybe buying a large dog was n't such a good idea.I am glad that we decided to go away for the weekend and",on the other hand,to introduce an alternative or contrasting viewpoint or perspective,"Translate this sentence to Chinese: 'On the other hand , maybe buying a large dog was n't such a good idea.I am glad that we decided to go away for the weekend and'",另一方面，也许买一只大狗并不是个好主意。我很高兴我们决定周末离开。,另一方面，买一只大狗也许不是个好主意。我很高兴我们决定出去度周末并且。,3,3.0,3,3
"The ones I had no truck with during school , are my best friends now .",have no truck with,to have no association or involvement with someone or something,"Translate this sentence to Chinese: 'The ones I had no truck with during school , are my best friends now .'",我在学校里没有来往的那些人，现在是我最好的朋友。,那些我在学校时不来往的人，现在是我的好朋友。,3,3.0,2,2
"When the defect was found , the company decided to offer a refund of its own accord , without waiting for complaints from customers .",own accord,voluntarily or without being influenced by others; by one's own decision or choice,"Translate this sentence to Chinese: 'When the defect was found , the company decided to offer a refund of its own accord , without waiting for complaints from customers .'",当发现缺陷时，公司决定自愿提供退款，而不必等待客户的投诉。,当发现缺陷时，公司主动决定退款，而不等待客户投诉。,3,3.0,3,3
I do not believe that you will be better off without this suitcase and You should take it .,better off,to be in a more advantageous or preferable position; to be in a better situation,Translate this sentence to Chinese: 'I do not believe that you will be better off without this suitcase and You should take it .',我不相信你没有这个手提箱会更好，你应该带上它。,我不相信没有这个行李箱你会过得更好，你应该带上它。,3,3.0,1,3
The government has clarified beyond a shadow of doubt that the people who have been evading taxes so far will be caught very soon .,beyond a shadow of doubt,absolutely certain; without any doubt,Translate this sentence to Chinese: 'The government has clarified beyond a shadow of doubt that the people who have been evading taxes so far will be caught very soon .',政府已经明确表示，迄今逃税的人很快将会被抓住。,政府已经毫无疑问地澄清，那些一直逃税的人很快就会被抓到。,1,3.0,1,3
Before you call someone names you better make sure that they do not hear you .,call names,to insult or verbally abuse someone by using offensive or derogatory language,Translate this sentence to Chinese: 'Before you call someone names you better make sure that they do not hear you .',在你指责别人之前，最好确保他们听不到你的话。,在你骂人之前，最好确保他们听不到。,2,3.0,1,1
"Once they started paying more attention to their customers , they were back in the black . '",in the black,to be profitable or financially successful,"Translate this sentence to Chinese: 'Once they started paying more attention to their customers , they were back in the black . ''",一旦他们开始更加关注他们的客户，他们的业务就开始走上正轨了。,一旦他们开始更加关注客户，他们的生意就恢复了盈利。,2,3.0,2,3
"Right guard Zack Martin , who missed one game to a concussion , will return against the Eagles in perhaps the greatest silver lining",silver lining,an unexpected positive aspect or outcome within a negative or difficult situation,"Translate this sentence to Chinese: 'Right guard Zack Martin , who missed one game to a concussion , will return against the Eagles in perhaps the greatest silver lining'",队的右边卫扎克·马丁因脑震荡缺席了一场比赛，他将在对阵老鹰队的比赛中回归，可能是最大的利好。,右边卫扎克·马丁因脑震荡缺席了一场比赛，他将在对阵老鹰队的比赛中复出，这或许是最大的好消息。,3,3.0,2,2
Stop laughing ! You are getting on my nerves .,get on nerves,to annoy or irritate someone,Translate this sentence to Chinese: 'Stop laughing ! You are getting on my nerves .',停止笑！你正在惹我的逼。,别笑了！你让我很烦。,1,3.0,1,2
He walked out on her when he realized that she was not serious about their relationship anymore .,walk out on,to abruptly leave or abandon someone or something,Translate this sentence to Chinese: 'He walked out on her when he realized that she was not serious about their relationship anymore .',当他意识到她对他们的关系不认真时，他抛弃了她。,当他意识到她对他们的关系不再认真时，他离开了她。,3,3.0,3,3
Since starting my new job I have been burning the candle at both ends .,burn the candle at both the ends,to overwork or exhaust oneself by doing too much or staying up too late,Translate this sentence to Chinese: 'Since starting my new job I have been burning the candle at both ends .',自从开始我的新工作，我一直忙得焦头烂额。,自从开始了新工作，我一直在两头烧蜡烛。,3,3.0,3,1
This sonnet strikes the notes that immediately brings all those who have been affected by the tsunami in tears .,strike the chord,"to resonate or make an impact, typically in an emotional or relatable way",Translate this sentence to Chinese: 'This sonnet strikes the notes that immediately brings all those who have been affected by the tsunami in tears .',这首十四行诗触动了音符，立刻让所有受海啸影响的人们泪流满面。,这首十四行诗拨动了那些受海啸影响的人的心弦，使他们立刻泪流满面。,3,3.0,1,3
