Idiomatic_Sent,Original_Idiom,Original_Meaning,high_similarity_chinese_idioms,Chinese_Idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,Evaluation_KB_4,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
My cousin is going to go to the party come what may .,come what may,regardless of what happens; no matter what obstacles or challenges arise,,,"come what may' means 'regardless of what happens; no matter what obstacles or challenges arise'. Given the above knowledge, translate this sentence to Chinese: 'My cousin is going to go to the party come what may .'.",无论发生什么，我的表弟都会去参加派对。,我表弟无论如何都会去参加那个派对。,,3.0,3,3,3
My brother is always coming up with ways to prank our sister and He has me in stitches .,in stitches,laughing uncontrollably,"哄堂大笑 (0.78), 哑然失笑 (0.83), 嘻嘻哈哈 (0.77), 忍俊不禁 (0.74), 令人喷饭 (0.78), 忍俊不住 (0.73)",哄堂大笑,"'in stitches' means '哄堂大笑'. Given the above knowledge, translate this sentence to Chinese: 'My brother is always coming up with ways to prank our sister and He has me in stitches .'.",我哥哥总是想出方法捉弄我们的妹妹，他让我哄堂大笑。,我哥哥总是想办法恶作剧我们妹妹，他让我哄堂大笑。,,3.0,3,1,1
She looks like a dish fit for the gods in that red dress .,dish fit for the gods,a meal that is exceptionally delicious or exquisite in taste,"珍馐美馔 (0.88), 八珍玉食 (0.80)",珍馐美馔,"'dish fit for the gods' means '珍馐美馔'. Given the above knowledge, translate this sentence to Chinese: 'She looks like a dish fit for the gods in that red dress .'.",她穿着那件红色连衣裙看起来就像是一道珍馐美馔。,她穿那条红色连衣裙看起来像珍馐美馔。,,3.0,3,3,1
I am starting my new job tomorrow and it feels like I am turning over a new leaf .,turn over a new leaf,to make a fresh start or change one's behavior or attitude for the better,"回心转意 (0.78), 改弦更张 (0.77), 改弦易辙 (0.71)",改弦更张,"'turn over a new leaf' means '改弦更张'. Given the above knowledge, translate this sentence to Chinese: 'I am starting my new job tomorrow and it feels like I am turning over a new leaf .'.",明天我要开始新工作，感觉就像是改弦更张。,我明天开始新工作，感觉就像是改弦更张。,,3.0,3,2,2
"With missiles flying overhead and machine guns shooting at us , I thought we were done for .",done for,to be doomed or in a hopeless situation,"不可救药 (0.71), 捉襟见肘 (0.72), 日暮途穷 (0.71), 饮恨而终 (0.73), 万念俱灰 (0.70), 碧落黄泉 (0.75)",日暮途穷,"'done for' means '日暮途穷'. Given the above knowledge, translate this sentence to Chinese: 'With missiles flying overhead and machine guns shooting at us , I thought we were done for .'.",随着导弹在头顶飞过，机枪向我们射击，我以为我们日暮途穷了。,“导弹在头顶飞过，机关枪向我们射击时，我以为我们日暮途穷了。”,,3.0,3,1,1
I suggest that we use the funds to make new parks for under privileged children but it is your call in the end .,your call,the decision is yours; it is up to you to make the choice,,,"your call' means 'the decision is yours; it is up to you to make the choice'. Given the above knowledge, translate this sentence to Chinese: 'I suggest that we use the funds to make new parks for under privileged children but it is your call in the end .'.",我建议我们利用资金为贫困儿童建造新公园，但最终决定权在你手上。,我建议我们用这些资金为贫困儿童建造新的公园，但最终决定权在你。,,3.0,3,3,3
"The village lies in the hottest part of the country and during the dog days of summer , the little stream that runs through it dries up completely .",dog days,"the hot, sultry days of summer",秋老虎 (0.74),秋老虎,"'dog days' means '秋老虎'. Given the above knowledge, translate this sentence to Chinese: 'The village lies in the hottest part of the country and during the dog days of summer , the little stream that runs through it dries up completely .'.",这个村庄位于全国最炎热的地方，在夏日的“秋老虎”时节，贯穿村庄的小溪完全干涸了。,这个村庄位于全国最热的地方，在夏天的秋老虎期间，穿过村庄的小溪会完全干涸。,,3.0,3,2,2
That was a strong earthquake - you ca n't predict the acts of God .,act of God,"an event or occurrence that is beyond human control, often used to refer to a natural disaster or other catastrophic event",灭顶之灾 (0.72),灭顶之灾,"'act of God' means '灭顶之灾'. Given the above knowledge, translate this sentence to Chinese: 'That was a strong earthquake - you ca n't predict the acts of God .'.",那是一场强烈的地震 - 你无法预测灭顶之灾。,那是一次强烈的地震——你无法预测灭顶之灾。,,3.0,3,1,1
He will take over the project from me when I go on leave .,take over,to assume control or responsibility for something or someone; to dominate or overpower someone or something,"以力服人 (0.72), 股掌之上 (0.80)",以力服人,"'take over' means '以力服人'. Given the above knowledge, translate this sentence to Chinese: 'He will take over the project from me when I go on leave .'.",他会在我休假时接替我的项目。,我休假时他会接管这个项目。,,3.0,3,3,3
He kept promising her he would marry her and let her stay in that fool 's paradise for way too long .,fool's paradise,a state of happiness or contentment based on false or unrealistic beliefs or hopes,,,"fool's paradise' means 'a state of happiness or contentment based on false or unrealistic beliefs or hopes'. Given the above knowledge, translate this sentence to Chinese: 'He kept promising her he would marry her and let her stay in that fool 's paradise for way too long .'.",他一直承诺她会娶她，让她在那个幻想的乐土里待得太久了。,他一直承诺会娶她，让她在那个虚幻的美梦中待得太久了。,,2.0,3,2,3
You think I am a has-been in this field but that is not true .,has-been,someone who was once popular or successful but is no longer relevant or important,,,"has-been' means 'someone who was once popular or successful but is no longer relevant or important'. Given the above knowledge, translate this sentence to Chinese: 'You think I am a has-been in this field but that is not true .'.",你认为我在这个领域已经过气了，但那并不是真的。,你认为我在这个领域已经过时了，但事实并非如此。,,3.0,3,3,3
I think it 's not safe to drive the car now - it 's raining cats and dogs . '',raining cats and dogs,to rain very heavily,"倾盆大雨 (0.71), 大雨如注 (0.77), 大雨倾盆 (0.78), 牛毛细雨 (0.70), 滂沱大雨 (0.75)",倾盆大雨,"'raining cats and dogs' means '倾盆大雨'. Given the above knowledge, translate this sentence to Chinese: 'I think it 's not safe to drive the car now - it 's raining cats and dogs . '''.",我觉得现在开车不安全 - 倾盆大雨。,我觉得现在开车不安全——外面正下着倾盆大雨。,,3.0,3,3,3
How would I know that you have come down with the flu and that is why you did not attend the party ?,come down with,to become ill with a particular illness or condition,,,"come down with' means 'to become ill with a particular illness or condition'. Given the above knowledge, translate this sentence to Chinese: 'How would I know that you have come down with the flu and that is why you did not attend the party ?'.",我怎么知道你得了流感，所以没参加派对？,我怎么会知道你得了流感，所以没有参加聚会呢？,,3.0,3,1,3
There 's no competition ; our team is simply head and shoulders above the rest .,head and shoulders above,far superior; much better than,,,"head and shoulders above' means 'far superior; much better than'. Given the above knowledge, translate this sentence to Chinese: 'There 's no competition ; our team is simply head and shoulders above the rest .'.",我们的团队毫无竞争，简直是其他人远远望尘莫及。,没有竞争；我们的团队明显高出一筹。,,3.0,3,2,3
"Although the inquiry is underway after goods were found missing from the warehouse , the storekeeper was asked to resign on suspicion of stealing and he left under a cloud .",under a cloud,under suspicion or in disfavor; in a state of disgrace or disrepute,,,"under a cloud' means 'under suspicion or in disfavor; in a state of disgrace or disrepute'. Given the above knowledge, translate this sentence to Chinese: 'Although the inquiry is underway after goods were found missing from the warehouse , the storekeeper was asked to resign on suspicion of stealing and he left under a cloud .'.",尽管调查正在进行，因为发现仓库里有物品失踪，店主被怀疑偷盗而被要求辞职，最终他离开时是在不被信任的情况下。,尽管仓库物品失踪事件正在调查中，仓库保管员因涉嫌盗窃被要求辞职，他在一种不光彩的情况下离开了。,,2.0,3,1,2
We love your company and come again !,come again,to ask someone to repeat what they said because you didn't understand it or to express surprise or disbelief about what they said,,,"come again' means 'to ask someone to repeat what they said because you didn't understand it or to express surprise or disbelief about what they said'. Given the above knowledge, translate this sentence to Chinese: 'We love your company and come again !'.",我们喜欢你的陪伴，再来！,我们喜欢你的公司，请再来一次！,,3.0,3,1,1
