Idiomatic_Sent,Original_Idiom,en_meaning,translation_instruction,English_Sentence_3.5,English_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
再看那田径赛场上的运动员，也个个摩拳擦掌，毫不示弱。跳高跳远的运动员为了得到更好的成绩，拼尽全力，即使失败也毫不放弃。他们面对目标跨出坚定的步伐，跳了一次又一次。,摩拳擦掌,"eager and ready, as if rubbing one's hands together in anticipation",Translate this sentence to English: '再看那田径赛场上的运动员，也个个摩拳擦掌，毫不示弱。跳高跳远的运动员为了得到更好的成绩，拼尽全力，即使失败也毫不放弃。他们面对目标跨出坚定的步伐，跳了一次又一次。',"Looking at the athletes on the track and field, each one is eager and ready, showing no signs of weakness. High jumpers and long jumpers give their all in order to achieve better results, pushing themselves to the limit and never giving up even in the face of failure. They take firm steps towards their goals and keep jumping time after time.","Looking at the athletes on the track and field, each of them is raring to go, showing no signs of weakness. The high jumpers and long jumpers are giving their all for better results, never giving up even in the face of failure. They take firm steps toward their goals, jumping again and again.",3,3,2,3
如果说，农业时代的春耕秋收犹如给大地梳头，时代对资源的掠夺性开采，则把地球刨挖凿钻得百孔千疮，无疑于是对地球的敲骨吸髓。,敲骨吸髓,"to exploit someone to the fullest extent, squeezing out every last bit of benefit from them",Translate this sentence to English: '如果说，农业时代的春耕秋收犹如给大地梳头，时代对资源的掠夺性开采，则把地球刨挖凿钻得百孔千疮，无疑于是对地球的敲骨吸髓。',"If the spring plowing and autumn harvest of the agricultural era can be likened to combing the earth's hair, then the exploitative extraction of resources by the era is like digging, excavating, and drilling the earth into countless wounds, undoubtedly a bone-chilling and marrow-sucking act upon the earth.","If the spring plowing and autumn harvesting of the agricultural era were like combing the earth's hair, the exploitative extraction of resources in modern times has gouged and drilled the planet full of wounds, undoubtedly akin to sucking the marrow from its bones.",3,3,1,3
在敌人面前，刘胡兰坚贞不屈。,坚贞不屈,firm and unyielding; steadfast and resolute,Translate this sentence to English: '在敌人面前，刘胡兰坚贞不屈。',"In front of the enemy, Liu Hulan remained steadfast and unyielding.","In the face of the enemy, Liu Hulan remained steadfast and unyielding.",3,3,3,3
他们对这幅画赞不绝口。,赞不绝口,praise without end,Translate this sentence to English: '他们对这幅画赞不绝口。',They couldn't stop praising this painting.,They were full of praise for the painting.,3,3,3,2
我出生时你笑弯了腰，我读书时你累弯了腰，我成家立业时你手叉着腰，现在年老时你走路也要捶腰。在父亲节来临之际，祝天下所有的父亲幸福健康长寿！,成家立业,"establish a family and career, to settle down and achieve success",Translate this sentence to English: '我出生时你笑弯了腰，我读书时你累弯了腰，我成家立业时你手叉着腰，现在年老时你走路也要捶腰。在父亲节来临之际，祝天下所有的父亲幸福健康长寿！',"When I was born, you bent over laughing, when I was studying, you bent over tired, when I started a family and career, you stood with hands on hips, now in old age you even walk with a hunch. On the occasion of Father's Day, I wish all fathers in the world happiness, health, and longevity!","""When I was born, you bent over with laughter; when I was studying, you bent over with exhaustion; when I started a family and career, you stood with hands on your hips; and now in old age, you need to support your back while walking. On the occasion of Father's Day, I wish all fathers in the world happiness, health, and longevity!""",3,3,1,2
殿下可能不了解，人面临绝境时所能呈现出来的能力和勇气吧?既然横竖都是死，很多人都会将自身的潜能发挥到极致的，古语云，哀兵必胜。,哀兵必胜,An army that fights in desperation will surely win,Translate this sentence to English: '殿下可能不了解，人面临绝境时所能呈现出来的能力和勇气吧?既然横竖都是死，很多人都会将自身的潜能发挥到极致的，古语云，哀兵必胜。',"Your Highness may not understand the abilities and courage people can demonstrate when facing desperate situations. Since death is inevitable, many people will push their own potential to the limit. As the ancient saying goes, ""A desperate soldier will win.""","""Your Highness may not understand the capabilities and courage that people can show when faced with desperate situations. Since death is inevitable, many will push their potential to the limit. As the ancient saying goes, 'A desperate army is sure to win.'""",3,3,3,3
在敌人的法庭上，王若飞同志大义凛然，慷慨陈词。,大义凛然,upright and righteous; with a sense of justice and integrity,Translate this sentence to English: '在敌人的法庭上，王若飞同志大义凛然，慷慨陈词。',"In the enemy's court, Comrade Wang Ruofei stood upright with great righteousness, delivering a passionate speech.","""In the enemy's court, Comrade Wang Ruofei stood tall and spoke eloquently with great righteousness.""",3,3,2,3
对我来说，这是一次发人深省的练习。,发人深省,to provoke deep thought or reflection,Translate this sentence to English: '对我来说，这是一次发人深省的练习。',"For me, this is a thought-provoking exercise.","For me, this was a thought-provoking exercise.",3,3,3,3
那个人说话扭扭捏捏的，一点也不大方。,扭扭捏捏,"acting coy, hesitating or being indecisive",Translate this sentence to English: '那个人说话扭扭捏捏的，一点也不大方。',That person speaks hesitantly and is not generous at all.,"""That person speaks hesitantly and is not at all straightforward.""",2,3,1,2
前王之御时也，沐雨栉风，拯其溺而救其焚，信赏必罚，安而利之，既与共其存亡，故得同其生死。,信赏必罚,rewarding those who deserve it and punishing those who deserve it,Translate this sentence to English: '前王之御时也，沐雨栉风，拯其溺而救其焚，信赏必罚，安而利之，既与共其存亡，故得同其生死。',"During the reign of the former king, he endured rain and wind, rescued the drowning and saved those in danger of burning, rewarded the trustworthy and punished the wrongdoers, ensured peace and prosperity, shared the fate of life and death with the people, hence gaining their trust and loyalty.","""During the reign of the former king, they braved the elements, saved those in danger, rewarded and punished justly, ensured peace and prosperity, shared in survival and adversity, and thus shared life and death together.""",3,3,2,3
高考在即，送去祝福，祝你在考场上，自信稳扎稳打，思路翻江倒海，智慧龙飞凤舞，大脑活蹦乱跳，心态四平八稳，钢笔翻飞疾书，成绩名列前茅，理想近在眼前。,四平八稳,steady and stable in all aspects,Translate this sentence to English: '高考在即，送去祝福，祝你在考场上，自信稳扎稳打，思路翻江倒海，智慧龙飞凤舞，大脑活蹦乱跳，心态四平八稳，钢笔翻飞疾书，成绩名列前茅，理想近在眼前。',"With the college entrance examination approaching, sending you blessings, wishing you confidence and stability in the exam room, with thoughts flowing freely, wisdom soaring, brain active, mindset steady, pen swiftly writing, achieving top grades, and your dreams within reach.","The college entrance exam is approaching, sending you blessings: may you be confident and steady in the exam, with thoughts surging like waves, wisdom soaring like dragons and phoenixes, a lively mind, a calm demeanor, a swiftly flying pen, top grades, and your dreams within reach.",3,3,2,3
