id,idiom,en_meaning,zh_meaning,ja_meaning
3431,荆棘载途,a difficult or challenging journey; a path full of obstacles,面对困难和阻碍，前进的道路充满艰辛和挑战,困難が立ちはだかる道のり
3432,万般皆下品，惟有读书高,"All things are inferior except for reading, which is supreme",形容读书是最高尚的事情，其他一切都是次要的,あらゆることが卑しいが、ただ読書だけは高尚である
3433,万变不离其宗,"Regardless of the changes that may occur, the fundamental essence remains the same",虽然情况经常变化，但是根本的道理或本质不会变化,万物が変化しても、それに根本的な要素は変わらない
3434,万马奔腾,All forces and resources are surging forward like a herd of galloping horses,形容气势磅礴，场面浩大；也指局面猛烈发展、阵势浩大,多くの馬が一緒に駆け抜ける様子を表現し、エネルギー、活気、迅速な進展など
3435,万马齐喑,"complete silence, absolute quiet",形容大家都不能说话，一片寂静,声を挙げる者がなく、全員が黙っている状態
3436,万目睽睽,being watched by countless people; under the scrutiny of many eyes,形容众多目光聚集在一处，形成鲜明的对比或压力,多くの人々が見守る中での行動
3437,万籁俱寂,complete silence; not a single sound can be heard,形容一片寂静，没有任何声音的景象,あらゆる音が静まり返る、静寂な状態
3438,万里长征,a long and arduous journey,经历艰难困苦的长途旅行或艰难任务,非常に遠くへの旅程や困難な目標の達成を指す
3439,万古流芳,to be remembered and celebrated throughout history,永远留下好名声，被後世所称颂,永遠に名を残し続けること
3440,万古千秋,lasting for eternity; a very long time,永远存在，历久不衰,遥か昔から現在までの長い歴史の中で永続していく
3441,万古长青,"eternal, everlasting",比喻作品、事物等具有永恒的价值，经久不衰,永遠に緑であり続ける
3442,万古长存,"""endure throughout the ages"" or ""exist for eternity""",表示某件事物能够永远存在或留存下来，具有永恒的价值,永遠に残り続ける
3443,万家灯火,the lights of a thousand households; a flourishing scene with numerous homes lit up,形容繁华、热闹的景象,多くの家庭が明るく、幸福で繁栄している。
3444,万劫不复,beyond redemption; irreparable; beyond recovery,形容某种情况已经无法挽回或修复，已经彻底毁坏,一度滅多にない事態で、二度と元に戻れない
3445,万象更新,everything is constantly changing and renewing,比喻世间事物不断变化发展，永远更新,あらゆるものが新しくなる
3446,万众一心,united as one; everyone working together toward a common goal,形容大家心理一致，共同努力,全ての人が一つの心を持ち、団結している
3447,万事大吉,may all things go well; best wishes for success in all matters,表示万事如意、吉祥如意的祝福语,すべて順調で幸運な状態である
3448,万事亨通,smooth sailing in all matters,形容一切顺利，事事如意,あらゆる事が順調に進み、成功を収める
3449,万事俱备，只欠东风,"Everything is ready, only lacking the last crucial element",形容一切都准备就绪，只差最后一步了,準備が整い、あとは好機を待つ
3450,万寿无疆,"""eternal longevity"" or ""to live a long and healthy life""",祝愿长命无疆，寿命无限,無限の寿命
3451,万水千山,traveling through rivers and mountains,形容距离很远的地方，也比喻经历的困难和艰险的道路,長い距離や困難な旅にもかかわらず、努力と忍耐をもって目標を達成すること
3452,万人空巷,"crowds of people, bustling with activity",形容人们纷纷离去，街上空无一人,多くの人々が一斉に出かけており、通りは人々でいっぱいです。
3453,万紫千红,an abundance of colors and variety; a scene of great diversity,形容各种颜色的鲜花盛开，也形容色彩丰富的景象,さまざまな色とりどりの花が満開で美しく咲き誇る様子
3454,万死一生,risking one's life for a chance of survival,经历万次死亡，只有一次生命，形容经历危险后重获新生,数え切れないほどの困難や苦しみを乗り越えて生き残る
3455,万应灵丹,a versatile solution that can solve all problems,比喻能够解决各种问题的良药或神奇的东西,万能な助け薬
3456,万无一失,"absolutely certain, without any possibility of failure",绝对不会有差错，没有任何风险,万事において絶対に失敗しない、完璧な計画や方法
3457,落拓不羁,carefree and unconstrained; living a bohemian or unconventional lifestyle,形容人不受拘束，放荡不羁，不受世俗礼法约束,束縛されずに自由で不規則な生活をすること。
3458,落落大方,graceful and confident,形容人态度自然，举止得体，不拘束,落ち着いていて、堂々とした態度を持つ
3459,落落寡合,Arrogant and not fitting in well with others; also refers to being aloof and lacking social skills,形容性格孤僻，不合群,寡少な人と交流が少なく、寂しそうにしている。
3460,落花流水,scattering petals and flowing water; an overwhelming defeat or failure,形容失败或战败得很惨，毫无招架之力,美しい花が儚く消え、流れる水のように去る
3461,落花有意，流水无情,"falling flowers have intention, flowing water is indifferent",比喻人的感情是主观的，外界事物无法回应自己的情感。,花は故意に散り、水は無情に流れる
3462,落荒而走,abandoning someone or something in a hasty and disorderly manner,突然离开，丢下一切不管，不负责任地走,大慌てで逃げ出すこと。突然の危機や困難に直面した際に取る行動。
3463,落井下石,"to add insult to injury, to kick someone when they're down","比喻对落到困境中的人, 继续加以打击和打压",他人が困っている時に、追い打ちをかける行為
3464,叶落归根,returning to one's roots; going back to one's hometown or place of origin,指人亦如叶子，离开家乡就无忧无虑，思念故乡,遠い所から戻ること。また、人が故郷や親戚の所に帰ること。
3465,叶公好龙,someone who pretends to like something out of fashion or outdated to hide their true intention,指好胜、看重权势的人常常宣称自己喜欢龙。比喻虚伪的自称和做作的行为。,見栄っ張りで実際には関心のないものに興味を抱く
3466,蒙昧无知,being ignorant and uninformed,指人的思想、知识水平非常低，对很多事情都不了解,無知である。知識や理解が乏しい。
