id,idiom,en_meaning,zh_meaning,ja_meaning
2115,let me put it this way,Let me explain it in a different or simpler manner,让我这么说,言い方を変えて説明すると
2116,let sleeping dogs lie,to avoid interfering in a situation in order to prevent trouble or conflict,不要惹是生非，还是保持现状比较好,寝ている犬を起こさない
2117,let someone down gently,To break bad news or disappoint someone in a kind or considerate manner,委婉地让某人失望或拒绝,優しく誰かを失望させる
2118,let someone off the hook,to not hold someone accountable or responsible for something; to release someone from punishment or obligation,放过某个人，不追究他的过错或责任,誰かを責めることなく、問題や責任から解放する
2119,let the cat out of the bag,to reveal a secret or disclose information that was intended to be kept secret,泄露秘密，意外地将某事公之于众,秘密を明かす、内緒を漏らす
2120,let the genie out of the bottle,to do something that cannot be reversed; to reveal or unleash something powerful or uncontrollable,放出无法收回的问题或后果,手の出せないもの、制御不能なものを解き放つこと。計画や秘密を明らかにしてしまうこと。
2121,let your hair down,to relax and be yourself; to behave in an uninhibited or carefree manner,放松自己，表达真实的个性或情感,くつろいで、自由に振舞うこと；気を許して本来の自分を見せること
2122,let your heart rule your head,"to make decisions or act based on emotions or feelings, rather than rational thinking",凭感情而不是理智来决策,感情に身を任せる
2123,let's be having you,"""let's get started"" or ""come on, get moving""",来吧；快点加入,早く来い、急いで行動しよう
2124,let's rewind,let's start over or go back to a previous point in time or a previous situation,让我们倒带，回到过去的某个时刻,巻き戻しましょう
2125,level playing field,fair and equal opportunity for all,公平竞争的环境,「公平な競争環境」という意味です。あらゆる参加者が同じ条件で競争できる公正な状況を指しています。
2126,licence to print money,a business or investment opportunity that yields significant profits with little effort or risk,印钞票的许可证,お金を印刷する許可証
2127,lick someone's boots,to behave submissively or obsequiously towards someone in order to gain their favor or approval,奴颜媚骨地巴结某人,誰かにおもねる
2128,lie like a rug,to lie or deceive someone convincingly and without remorse,撒谎，讲假话,完全な嘘をつく
2129,lie low,to keep a low profile; to stay out of sight or avoid attention,保持低调，不引起注意或暂时隐藏自己,控えめに過ごす
2130,lie through your teeth,to lie or deceive someone without any remorse or hesitation; to lie blatantly,光明正大地撒谎,平気で嘘をつく
2131,life and limb,to risk one's life and physical well-being,生命与肢体的安全,生命と肢体
2132,lift _ curtain,"to reveal or expose something, especially information or a hidden truth",揭示真相或展示某种隐藏的信息,（不明な、秘密の）カーテンを上げる、事実や真実を明らかにする
2133,lift a finger,"to make an effort or take action, especially in helping or doing something",举手或动一动手指，表示愿意帮助或做某事,手を動かす、力を使う、または手伝う
2134,lift the curtain,to reveal or show something that was previously hidden or secret,揭开谜底或揭示真相,幕を上げる。秘密や謎を解き明かし、真実を明らかにすること。
2135,light at the end of the tunnel,"hope or relief, especially after a long and difficult time or situation",隧道尽头的光明,希望が見える、困難からの脱出の見込みがある
2136,light skirt,a superficial or promiscuous woman,轻浮的女人；不正经的女人,軽薄な女性
2137,like a bat out of hell,to move or act very quickly or recklessly,非常快速地行动或移动，如同地狱中的蝙蝠,非常に速く、急いでいる
2138,like a bear with a sore head,to be in a very bad mood or irritable,情绪暴躁或易怒的样子,不機嫌な状態で非常に怒る、またはイライラする
2139,like a chicken with its head cut off,"to behave in a frantic, disorganized, or aimless manner",像鸡头被割掉的样子，手忙脚乱、毫无目的地四处乱跑,頭が切断された鶏のように
2140,like a hole in the head,an unwanted or unnecessary thing or situation; something that is not needed or desired,不受欢迎或不需要的东西,絶対に要らないもの
2141,like chalk and cheese,completely different or incompatible,完全不同的两个事物,似ても似つかない; 全く異なる
2142,like clockwork,"occurs regularly and predictably, without any issues or interruptions",非常准时和有规律地进行某些事情,時計のように正確に; 予定通りに
